model,model_id
i3 Base w/Range Extender,1893
Versa 1.8 S,1753
C-Class C 300 4MATIC,336
Matrix XRS,1049
1500 Limited,12
AMG E 53 Base 4MATIC,216
A5 2.0T Premium,177
Navigator Reserve,1149
A6 3.2 quattro,187
Silverado 1500 LT Crew Cab,1563
S-Class S 560,1453
XC90 T6 Momentum,1831
Camry SE,411
Metris Base,1078
Camaro 2LT,401
MX-5 Miata Grand Touring,1023
Escape SE,621
S-Class S 63 AMG,1456
Niro EX,1154
Boxster Base,312
4Runner Trail,90
Kona EV SEL,922
Rover Range Rover Evoque SE,1410
E350 Super Duty XLT,564
SL-Class SL500 Roadster,1495
Compass Trailhawk,482
S-Class S 560 4MATIC,1454
G-Class G 550 4MATIC,742
Model X P90D,1106
IS-F Base,889
335 i,51
RS 7 4.0T,1310
Lucerne CXL,962
MKX Reserve,1015
Armada Platinum,265
911 Carrera,144
E-Class 400E,545
435 Gran Coupe i,73
Wagoneer Series III,1763
ATS 2.5L,241
Transit Connect XLT,1715
EV6 GT-Line,571
S5 3.0T Premium Plus,1471
Tundra SR,1736
Wrangler Unlimited Freedom Edition,1775
Quattroporte Base,1270
CLS-Class CLS500,359
Sierra 3500 SLE,1553
Frontier SL,732
M5 Base,983
911 R,160
Rover Defender X-Dynamic SE,1381
F-150 XL,670
M8 Competition,992
911 Carrera S,154
XC70 3.2,1823
300 Touring,34
Insight EX,904
Cayman S,439
Model Y Performance,1110
M5 Competition,984
S4 4.2 quattro,1466
F-250 Platinum,678
Seltos S,1526
ProMaster 2500 High Roof,1218
M760 M760i xDrive,989
E-Class E 400,552
XTS Luxury,1861
Q50 Premium,1244
Touareg V6 Executive,1702
Suburban 1500 LTZ,1624
Tundra SR5,1737
X1 sDrive28i,1783
GL-Class GL 550 4MATIC,763
XTS Luxury,1861
XJ8 Base,1847
Camaro ZL1,406
Sprinter 2500,1611
C-Class C 300 4MATIC,336
Dakota SLT,535
A5 2.0T Premium Plus,178
A5 2.0T Premium,177
S5 3.0 Premium Plus,1469
Panamera GTS,1191
AMG GT C,236
Camaro 2SS,402
Q7 Premium Plus,1252
GranTurismo MC,837
Sierra 2500 AT4,1547
XT6 Sport AWD,1860
Grand Cherokee L Laredo,842
Avalanche 1500 LT,280
M5 Base,983
Titan SE,1696
Ram 1500 SRT-10 Quad Cab,1341
Sierra 1500 SLT,1546
RX 350 F Sport,1324
GL-Class GL 450 4MATIC,761
QX80 Luxe,1268
AMG C 63 S,211
528 i xDrive,99
911 Carrera,144
Boxster S,316
X6 M Base,1808
Mustang Premium,1128
R1S Launch Edition,1279
XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,1829
528 i xDrive,99
Escalade ESV Platinum,605
Corvette Base,506
A5 2.0T Premium,177
TT 2.0T Premium,1656
LaCrosse CX,939
Camaro 2SS,402
Model Y Long Range,1109
M3 Base,971
Optima LX,1163
Supra 3.0 Premium,1633
Nautilus Reserve,1143
Pathfinder SL,1202
X5 xDrive50i,1807
MazdaSpeed3 Grand Touring,1077
Yukon XL SLT,1874
bZ4X Limited,1886
ProMaster 2500 High Roof,1218
1500 Classic SLT,8
GS 350 Base,782
Tucson Limited,1726
SSR Base,1514
GranTurismo Base,836
Model X Performance,1107
M2 Base,965
Model Y Long Range,1109
Outback 2.5i Limited,1167
Roadmaster Estate,1361
Rover Range Rover 5.0L Supercharged,1400
Expedition Max XLT,640
Leaf SL,951
Tacoma TRD Pro,1667
AMG GT 63 S 4-Door,232
230 i,24
ES 350 Base,570
911 Carrera S Cabriolet,155
Taycan Turbo,1681
Levante Modena,957
Challenger SRT Hellcat,447
Mazda6 Touring,1072
S4 3.0T Premium,1464
Mustang GT Premium,1123
Model Y Long Range,1109
TTS 2.0T Premium Plus,1661
M2 Competition,967
Q4 e-tron Sportback Premium,1229
740 i,127
AMG GLE 43 Coupe 4MATIC,226
S-Class S 550 4MATIC,1452
S2000 Base,1459
Corvette Base,506
Colorado Z71,473
S-Class S 63 AMG,1456
Continental GTC Base,490
Sierra 2500 SLE H/D Extended Cab,1551
SQ5 3.0T Premium,1506
Corolla iM Base,502
Yukon XL SLT,1874
Tundra 1794,1729
WRX Premium,1760
WRX Base,1758
Q50 Premium,1244
Suburban Premier,1630
Sequoia Limited,1528
Challenger R/T Scat Pack,443
Cayenne GTS,428
Telluride S,1685
AMG E 63 S 4MATIC,217
Z4 sDrive35is,1882
Impreza 2.0i Sport,895
Dart SE,538
Rover Range Rover P525 Westminster,1417
370Z Base,61
Escalade ESV Luxury,604
E-Class E 350,550
Optima Hybrid EX,1161
Silverado 3500 LTZ,1582
Golf GTI 2.0T SE 4-Door,828
Ram 1500 SRT-10,1340
tC Anniversary Edition,1895
Rover Range Rover 5.0L Supercharged Autobiography,1401
LS 500 Base,929
Suburban 1500 LT,1623
GranTurismo Base,836
911 Carrera Turbo,156
Sonata Hybrid Base,1588
CTS Luxury,377
323 Ci,40
Model 3 Standard Range Plus,1088
1500 Cheyenne Extended Cab,7
370Z Touring,64
GLS 450 Base 4MATIC,777
Mustang GT Premium,1123
Q5 2.0T Premium,1231
2500 Big Horn,26
Ram 1500 ST,1342
C-Class C 300 4MATIC Sport,338
Challenger SRT Hellcat,447
Rover Range Rover 3.0L Supercharged HSE,1398
M4 Base,977
S-Class S 560 4MATIC,1454
Rover Range Rover 5.0L V8 Supercharged,1403
Express 3500 Base,657
4Runner TRD Pro,88
MX-5 Miata Grand Touring,1023
Touareg VR6 Lux,1703
XJ Base,1844
Camaro 2SS,402
G37 x,749
X6 xDrive50i,1813
Camaro LT1,404
Taycan Base,1680
S-Class S 63 AMG,1456
Escalade ESV Premium Luxury,607
Camry Hybrid XLE,409
A6 3.0T Prestige,186
X5 M Base,1798
F-PACE SVR,697
740 i,127
M340 i xDrive,975
Wrangler Unlimited Sport,1779
2500 Tradesman,31
Mustang V6,1131
328 i,44
GL-Class GL 450,760
R1S Adventure Package,1278
Model Y Long Range,1109
E-Class E 350,550
X7 xDrive40i,1816
Trailblazer RS,1711
Suburban 1500 LTZ,1624
Suburban Premier,1630
Gladiator Overland,818
Yukon XL AT4,1872
Mazda6 Grand Touring Reserve,1070
Romeo Giulia Ti,1369
CLA-Class CLA 250,351
330 330i xDrive,47
Beetle 2.0T S,300
CLK-Class CLK 350,354
RS 7 4.0T Prestige,1312
XC60 Recharge Plug-In Hybrid T8 Inscription,1820
Rover Range Rover Supercharged LWB,1438
Sequoia Limited,1528
Wrangler X,1782
S5 3.0T Premium,1470
Rover Range Rover Sport Supercharged,1434
Sprinter 2500,1611
Sequoia Platinum,1529
Quattroporte S GranLusso,1273
Land Cruiser Base,949
Aventador SVJ Base,292
Mustang Bullitt,1119
2500 Tradesman,31
FJ Cruiser Base,706
Charger Scat Pack,460
GX 460 Base,793
GV80 2.5T,792
F-PACE 30t R-Sport,694
Sportage S,1608
S-Class S 580 4MATIC,1455
Panamera Base,1189
QX80 Base,1267
Maverick Lariat,1050
Telluride SX,1686
Colorado Z85,474
E-Class E 550,555
Rover Range Rover Sport SVR,1432
Corolla Hybrid LE,499
E-Class E 300 4MATIC,549
SLK-Class SLK 350,1501
E-Class E 400 4MATIC,553
Wrangler X,1782
Navigator Premiere,1148
Corvette Base,506
Yukon XL Denali,1873
Metris Base,1078
Rover Range Rover P530 SE LWB 7 Seat,1419
Explorer XLT,651
488 GTB Base,79
Camaro 2SS,402
750 i xDrive,134
Rover Range Rover 3.0L Supercharged HSE,1398
911 Carrera 4 Cabriolet,146
MC20 Base,995
CLA-Class CLA 250,351
Metris Base,1078
E-Class E 350 4MATIC,551
LS 460 L,928
X6 xDrive40i,1812
S5 3.0T Prestige,1472
Q7 Premium Plus,1252
XE 25t,1833
G80 3.3T Sport,756
M2 Competition,967
Impreza WRX Premium,900
Sierra 2500 Base,1548
Nautilus Reserve,1143
XF XFR-S,1843
Sprinter Normal Roof,1618
Land Cruiser Base,949
Tacoma PreRunner,1664
Z4 sDrive28i,1881
530e Base,102
GLA 250 Base 4MATIC,764
Genesis 4.6,803
ATS 3.6L Luxury,243
Town Car Signature,1708
Sierra 1500 SLT,1546
Sprinter High Roof,1617
XJ Vanden Plas,1845
RC 350 Base,1293
S3 2.0T Premium Plus,1461
WRX Limited,1759
Ram 2500 SLT Quad Cab,1346
WRX Limited,1759
RS 4 4.2 quattro L,1306
911 Carrera,144
A4 2.0T Premium Plus,171
A4 3.2 Premium Plus quattro,176
Excursion Limited,628
Excursion Limited,628
Rover Range Rover Sport 5.0L Supercharged Dynamic,1425
Q8 3.0T Prestige,1257
X5 xDrive35i,1804
Bronco Base,320
F-150 XLT,671
Genesis Coupe 3.8 Track,810
Camry LE,410
E-Class E 400 4MATIC,553
S5 3.0T Prestige,1472
Enclave Premium,592
Gallardo LP560-4,799
Mustang GT Premium,1123
Yukon XL SLT,1874
Mustang V6 Premium,1132
IS-F Base,889
435 i,74
Rover Range Rover Supercharged,1437
CLA-Class CLA 250,351
Yukon SLT,1870
535 i,103
Charger GT,452
Genesis 3.8,802
Civic Type R Touring,468
Durango R/T,541
Silverado 1500 Limited High Country,1568
Grand Cherokee Altitude,841
1500 Laramie,11
Crossfire Limited,520
Rogue SL,1363
A6 55 Premium Plus,190
AMG GT 53 Base,231
ILX Technology Plus Package,881
Rover Range Rover P530 SE SWB,1420
Expedition Platinum,641
M3 Base,971
M37 x,976
650 i,116
RX-8 Grand Touring,1332
Boxster Base,312
ILX Premium & A-SPEC Packages,879
911 Carrera S,154
LX 570 Base,933
Highlander Limited Platinum,866
Ghibli Base,811
Rover Range Rover 3.0L Supercharged HSE,1398
Cruze LTZ,528
325 xi,43
MDX Technology,1003
MKC Base,1007
Sportage Nightfall,1606
Arnage R,268
Sorento LX,1597
SC 430 Base,1491
Rover Range Rover Evoque Base,1405
TLX Type S w/Performance Tire,1646
Sierra 1500 SLE Crew Cab,1544
Sierra 1500 Denali Ultimate,1540
E-Class E 400,552
Hardtop Cooper,858
Bronco Outer Banks Advanced,325
Bronco,317
F-350 Lariat Super Duty Crew Cab,689
Rover Discovery Sport SE,1389
Yukon XL SLT,1874
Focus RS Base,717
Bronco Badlands Advanced,319
Genesis 5,804
Wrangler Unlimited Rubicon,1776
X4 xDrive30i,1795
F-PACE S,696
RSX Type S,1317
MX-5 Miata Base,1021
Yukon XL SLT,1874
E-Class E 350 4MATIC,551
G35 Base,744
XTS Premium,1862
Hardtop Cooper S,859
X5 xDrive35i,1804
SL-Class SL 550,1492
1500 Tradesman/Express,18
135 i,3
Phantom,1206
IONIQ 5 SE,882
LS 430 Base,925
F-PACE S,696
M5 Base,983
Santa Fe SE,1519
Urus Base,1742
Expedition Timberline,642
Silverado 1500 LT Trail Boss,1565
Sierra 1500 SLT,1546
Mustang Premium,1128
M5 Base,983
Tacoma SR,1665
Cayenne Base,424
F-150 Lightning XLT,664
Durango GT,540
330e iPerformance,50
Terrain Denali,1687
Excursion Limited,628
Genesis 3.8,802
Mirage ES,1079
E-Class E 350 4MATIC,551
Mazda3 i Sport,1064
M3 Base,971
E-Class E 350,550
Bronco Outer Banks Advanced,325
Model X 75D,1101
Wrangler Unlimited Sport,1779
Pilot Elite,1212
TL 3.2,1636
IS 350 Base,887
Equinox LT,599
Lancer DE,941
Rover LR2 Base,1391
Leaf SV PLUS,952
A5 2.0T Premium,177
R1S Launch Edition,1279
RX 450h Base,1328
Tahoe LT,1672
G-Class G 550 4MATIC,742
XTS Luxury,1861
Q50 3.0t Red Sport 400,1240
Outback 3.6R Limited,1170
Avalon XLS,287
Traverse RS,1723
330 i,48
Revero Base,1357
GX 460 Base,793
Romeo Stelvio Ti Sport,1373
Sierra 2500 Base,1548
IS 250 Base,884
Panamera 2,1184
535 i xDrive,104
Silverado 2500 High Country,1575
AMG C 63 Base,210
Wrangler Sahara,1770
Boxster S,316
M3 Base,971
Camaro LT1,404
535 i xDrive,104
1500 Laramie,11
Metris Base,1078
Express 1500 Cargo,654
X7 xDrive40i,1816
X7 xDrive40i,1816
F12berlinetta Base,703
Silverado 2500 LT,1576
Maybach S 580 4MATIC,1057
Sierra 1500 Denali,1539
Outlander SEL,1175
Shelby GT350 Base,1532
Cooper Base,495
Prius Touring,1215
Escalade ESV Base,603
A6 2.0T Premium Plus,182
Suburban 1500 LT,1623
XK R,1850
911 Carrera GTS,153
F-250 XLT,682
A4 2.0T Premium,170
ATS 2.0L Turbo,239
Transit-350 Base,1717
G-Class G 63 AMG,743
Wrangler Sahara,1770
M4 Base,977
Model S P100D,1097
Ghibli S GranLusso,812
Firebird Trans Am,712
Expedition XLT,643
812 Superfast Base,136
Model X Long Range Plus,1104
Rover Range Rover P400 SE SWB,1415
535 i xDrive,104
428 i xDrive,67
Escalade ESV Platinum,605
X5 xDrive35i,1804
GX 460 Premium,795
Countryman Cooper S ALL4,518
F-150 XLT,671
QX60 Base,1263
RX 350 Base,1321
Charger Scat Pack,460
IS 350 Base,887
NV200 SV,1137
Impreza 2.0i Premium,894
M3 Base,971
QX80 Luxe,1268
Phantom,1206
Mustang GT Premium,1123
RAV4 TRD Off Road,1292
S2000 Base,1459
Gladiator Sport,820
Bronco Big Bend Advanced,322
Expedition Timberline,642
Sequoia TRD Pro,1531
Prowler Base,1223
Romeo Giulia Ti,1369
Suburban 1500 LS,1622
Lancer Evolution GSR,943
AMG GLE 43 Coupe 4MATIC,226
R8 5.2 quattro Spyder,1286
Escape XLT,623
X5 3.0si,1797
Camaro 2LT,401
340 i,54
SL-Class SL 550,1492
Escalade Platinum,612
Silverado 3500 LTZ,1582
RC F Base,1295
Forte GT-Line,727
Rover Range Rover Sport Supercharged Dynamic,1435
Titan S,1695
Accord EX-L 2.0T,255
WRX Base,1758
A4 2.0T Titanium Premium,175
Mustang EcoBoost Premium,1121
Avalanche 1500 LS,279
CLA-Class CLA 250,351
228 Gran Coupe i xDrive,22
GranTurismo Base,836
Expedition Platinum,641
S4 Base,1467
Rover Range Rover Sport Supercharged HSE,1436
Mustang Mach-E GT,1125
Tahoe LTZ,1673
Xterra S,1864
Q60 3.0T Premium,1245
F-150 Raptor,667
TLX Base,1642
Frontier SV,733
Camaro 1SS,400
Panamera 4,1185
TLX PMC Edition,1643
Sorento EX V6,1595
Palisade SEL,1183
F-250 Lariat,676
430 i,71
Lancer GTS,946
NV200 S,1136
Enclave Leather,591
RX 330 Base,1320
RX 450h F Sport,1330
F-250 Lariat,676
Forte Koup EX,728
Terrain SLE,1688
Macan Base,1029
RC 350 Base,1293
S4 3.0T Premium Plus,1465
Yukon SLT,1870
Urus Base,1742
QX60 Base,1263
Silverado 2500 LTZ H/D Extended Cab,1579
GranTurismo Base,836
Integra GS-R,905
X6 M Base,1808
300 S,33
300 Base,32
RDX w/A-Spec Package,1301
Corvette Stingray w/1LT,510
Camaro 1SS,400
E-Class E 350 4MATIC,551
F-150 Raptor,667
Versa 1.8 S,1753
M3 CS,972
Accent GLS,251
S-Class S 450 4MATIC,1450
911 GT3,158
AMG GT 63 S 4-Door,232
Q5 3.0 TDI Premium Plus,1233
LYRIQ Luxury,937
XC60 T5 R-Design,1821
AMG GT 53 Base,231
Yukon SLT,1870
GS 350 Base,782
XF 25t Premium,1835
M8 Gran Coupe Competition,993
Ridgeline Black Edition,1358
4Runner SR5,84
Bronco Sport Outer Banks,329
Charger R/T 392,454
GLC 300 GLC 300,770
Model S P100D,1097
Q50 3.0t Signature Edition,1241
340 i,54
Firebird Trans Am,712
NV Passenger NV3500 HD SV V8,1135
ES 350 Base,570
135 is,4
IS 300 Base,886
Cayenne S,431
Solstice GXP,1586
Panamera Turbo,1194
X6 xDrive35i,1811
F-150 Limited,665
Cooper S Base,496
Mazda3 i SV,1063
Lancer Evolution MR,945
Tahoe LTZ,1673
CTS 3.6L Luxury,373
RDX w/Advance Package,1302
Rover Range Rover Sport Supercharged HSE,1436
Suburban 1500 LTZ,1624
Camaro 2SS,402
Silverado 1500 Hybrid 1HY,1560
XT5 Luxury,1857
Armada SL,266
Q5 S line Premium,1237
X6 M Base,1808
740 i,127
Sequoia TRD Pro,1531
Jetta GLI,911
Crosstour EX-L,521
Rover Range Rover Sport Supercharged,1434
Santa Fe Sport 2.0L Turbo Ultimate,1523
XT5 Luxury,1857
F-TYPE R,699
FJ Cruiser Base,706
Tundra SR5,1737
300ZX Base,38
1500 Sport,16
Focus SE,718
GLE 350 Base 4MATIC,772
TL Type S,1639
Rover Range Rover HSE,1412
Convertible Cooper,493
CX-9 Signature,393
TLX Tech,1644
F-150 Raptor,667
Civic Si Base,466
Elantra SE,585
Excursion Limited,628
F-TYPE S British Design Edition,701
Ridgeline RTL-E,1359
G6 GTP,750
C-Class C300 4MATIC,342
FJ Cruiser Base,706
Enclave Premium,592
Tahoe LTZ,1673
Continental GTC V8,491
SLK-Class SLK 350,1501
Escalade Premium Luxury,615
535 i xDrive,104
Cooper S Base,496
Continental GT Base,483
GX 460 Premium,795
Q7 3.0T Premium Plus,1248
CT6 Luxury,370
Sierra 1500 SL Crew Cab,1542
GT-R Premium,786
Ram 1500 ST,1342
Bronco Outer Banks,324
GT-R Black Edition,785
Escalade ESV Sport,609
Cruze LT,526
GX 460 Base,793
750 i,133
F-150 XLT,671
535 i xDrive,104
Montero Limited,1113
LS 500 F Sport,930
Model S 85D,1093
LC 500 Base,924
MX-5 Miata Shinsen,1026
Escalade ESV Premium Luxury,607
GX 460 Premium,795
Pathfinder Platinum,1200
Yukon SLE,1869
M3 Base,971
IS 250 Base,884
640 i,113
Eclipse Spyder GT,576
Thunderbird Deluxe,1691
Model Y Long Range,1109
Enclave 1XL,588
F-150 XLT,671
ES 350 Base,570
TL Type S,1639
Capri XR2,419
Transit Connect XLT,1715
X3 M40i,1788
Gladiator Willys,822
H2 Base,853
C-Class C 63 AMG,340
Aventador LP700-4,289
G-Class G 550 4MATIC,742
GT-R Premium,786
R8 4.2 quattro Spyder,1281
TLX A-Spec,1641
A6 3.0T Premium Plus,185
Panamera 2,1184
Sky Red Line,1584
Coupe Cambiocorsa,519
XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,1829
Wrangler Sport,1772
X5 xDrive50i,1807
750 i,133
Golf R 4-Door,831
Romeo Stelvio Base,1370
X5 xDrive35i,1804
X6 M Base,1808
IS 300 Base,886
Gallardo SE,801
428 i,66
X5 xDrive40i,1806
Boxster Base,312
Romeo Giulia Base,1367
C-Class C 300,335
370Z NISMO Tech,63
R1S Adventure Package,1278
Suburban LT,1628
Fusion Hybrid SE,736
X3 xDrive35i,1792
Envision Preferred,596
Envision Essence,595
Cayenne GTS,428
RS 5 2.9T,1308
XK8 Base,1851
R8 5.2 V10,1283
Pilot Black Edition,1209
RX 350 Crafted Line F Sport,1322
Sprinter 3500 High Roof,1614
4Runner Limited,82
Wrangler Sport,1772
CT6-V 4.2L Blackwing Twin Turbo,371
M3 Base,971
750 i,133
Trailblazer RS,1711
Excursion XLT 4WD,632
SQ5 3.0T Premium Plus,1507
Expedition EL Limited,634
Bronco Sport Base,327
M4 Competition xDrive,980
Rover Defender,1375
AMG GLC 43 AMG GLC 43,223
GT-R Premium,786
200 C,20
H2 Base,853
M4 Base,977
Q8 55 Premium Plus,1259
Rover Range Rover HSE,1412
Frontier SV,733
Highlander LE Plus,864
S4 3.0T Premium Plus,1465
Expedition Max Limited,639
228 i,23
Rover Range Rover Sport HST MHEV,1429
E-Class AMG E 53,546
911 Carrera,144
Dakota SLT Quad Cab,536
SL-Class SL63 AMG Roadster,1498
Sebring LX,1525
Corvette Stingray w/3LT,512
Bronco Outer Banks,324
Tacoma TRD Pro,1667
ProMaster 2500 High Roof,1218
Shelby GT350 Base,1532
Model 3 Performance,1086
Rover Range Rover P530 SE LWB 7 Seat,1419
XC60 T6 Inscription,1822
LS 460 Crafted Line,927
Model S 100D,1089
XT6 Premium Luxury AWD,1859
Avalanche 1500 LTZ,281
Corvette Grand Sport,507
Q8 55 Premium,1258
Odyssey Elite,1158
TLX,1640
Cayenne GTS Coupe AWD,429
STS V6,1515
Charger R/T,453
RS 7 4.0T Performance Prestige,1311
CT 200h Premium,365
Genesis Coupe 3.8 Base,807
Model S Performance,1098
E-Class E 350 4MATIC,551
GR86 Base,780
Macan S,1031
Durango SRT,543
LX 570 Base,933
Optima Hybrid EX,1161
Continental GT V8 S,488
Romeo Giulia Base,1367
LX 600 F SPORT,935
Taycan Turbo,1681
Sequoia Limited,1528
K5 EX,918
1500 Big Horn,5
Corvette Base,506
Corvette Stingray w/1LT,510
F-TYPE S,700
A7 3.0T Prestige,194
Q8 3.0T Prestige,1257
Telluride SX,1686
Camry Hybrid XLE,409
GR86 Premium,781
M3 Base,971
Wrangler Rubicon,1766
Tundra Hybrid Capstone,1731
Panamera 4 Edition,1186
GS 350 Base,782
Sierra 3500 Denali,1552
Niro Plug-In Hybrid EX,1155
Cayenne Base,424
S-Class S 65 AMG,1457
GX 460 Premium,795
MDX Sport Hybrid 3.0L w/Technology Package,1002
Q5 S line Premium Plus,1238
530 i,100
Forte Koup EX,728
Sequoia Limited,1528
Rover LR4 HSE,1394
Titan SV,1698
F-250 Lariat,676
AMG GT AMG GT,233
Escalade Platinum,612
Model 3 Standard Range Plus,1088
M3 Base,971
Cruze LT,526
Challenger SRT8,448
Sprinter 2500,1611
F-350 Platinum,690
Tahoe LTZ,1673
Q7 3.0T Prestige,1249
Patriot Latitude,1205
QX70 Base,1266
X5 xDrive35i,1804
Model 3,1082
Rover Range Rover P400 SE LWB 7 Seat,1414
240SX Base,25
ATS 2.5L,241
RAV4 Base,1288
TSX Technology,1652
G-Class G 550 4MATIC,742
Civic Sport,467
M3 Base,971
M3 Base,971
Cube 1.8 S,529
ProMaster 3500 Tradesman,1221
RDX Base,1298
4Runner Limited,82
1500 Limited,12
Corvette Base,506
Rover Defender 110 SE,1376
Grand Cherokee Laredo,846
S80 T6,1488
Cayenne S,431
CX-30 Select,385
Town & Country Touring,1705
FX37 Base,708
FJ Cruiser Base,706
Silverado 1500 LT,1562
C-Class C 63 AMG,340
428 Gran Coupe i xDrive,65
GX 460 Premium,795
Panamera Edition,1190
Escalade ESV Platinum,605
IS 350 Base,887
E-Class E 350 4MATIC,551
Q5 S line Premium,1237
E-Class E 350 4MATIC,551
Camaro 1LT,399
1500 Laramie,11
Silverado 1500 1LZ,1555
Camry Solara SLE,413
F-TYPE S,700
Gladiator Sport,820
1500 Big Horn,5
Cayenne Diesel,425
Camaro Base,403
Cayenne S,431
Challenger R/T Scat Pack,443
ES 350 Base,570
Q3 2.0T Premium Plus,1224
E-Class E 550,555
650 i xDrive,117
Cayman Base,435
FX50 Base,709
F-150 XLT,671
Camaro 2LT,401
1500 Big Horn,5
Silverado 2500 H/D,1574
1500 Laramie,11
911 Turbo,162
Mustang V6,1131
Accent GL,250
Q5 S line Premium Plus,1238
F-150 XLT,671
RC F Base,1295
Suburban 1500 LT,1623
Rover Range Rover Sport SVR Carbon Edition,1433
Viper SRT-10,1756
1500 Laramie,11
328 i,44
AMG C 43 AMG C 43 4MATIC,207
M4 Base,977
750 i,133
Expedition Limited,637
Traverse Premier,1722
E-Class D 2.5 Turbo,547
Escalade Platinum,612
3500 Tradesman,57
TT 1.8L,1653
1500 Big Horn,5
CX-7 Sport,390
QX60 Base,1263
F-250 Platinum,678
Compass Limited,480
QX80 SENSORY,1269
Silverado 1500 Limited LT Trail Boss,1569
Genesis Coupe 2.0T,805
Camaro 1SS,400
Tahoe Base,1669
A6 3.0 TDI Premium Plus,184
Rover Defender S,1377
Cayenne S,431
Suburban Premier,1630
Suburban Premier,1630
Dart SE,538
F-250 Lariat,676
Sequoia SR5,1530
Mustang GT,1122
Corvette Stingray w/2LT,511
Genesis Coupe 3.8 Base,807
Focus ST Base,720
CTS Luxury,377
Baja Base,297
Highlander XLE,869
Corvette Stingray Z51,509
Durango SRT,543
TSX 2.4,1650
Camaro 2SS,402
640 Gran Coupe i,111
S5 3.0T Premium Plus,1471
Romeo Giulia Base,1367
Highlander XLE,869
Ghost Base,815
Challenger R/T,442
Cayenne Base,424
Bolt EV LT,311
Metris Base,1078
Charger SRT Hellcat Widebody,458
Silverado 1500 ZR2,1573
AMG S 63 Base 4MATIC,238
Silverado 1500 LT,1562
RC 350 Base,1293
Urus Base,1742
Acadia SLE-1,246
911 GT3,158
Cooper Base,495
MX-5 Miata Sport,1027
4Runner TRD Off Road,87
Highlander Limited,865
650 Gran Coupe i,114
Palisade Calligraphy,1181
Solstice GXP,1586
Rover Range Rover Evoque SE Premium,1411
Cayenne Diesel,425
M3 Competition xDrive,974
Avalon Limited,284
M3 Base,971
Panamera Base,1189
Wrangler Sport,1772
Passport TrailSport,1199
SL-Class SL 550,1492
RS 4 Base,1307
Avalon Limited,284
E-Class E 350 4MATIC,551
Yukon Denali,1867
Panamera 4S,1188
Explorer XLT,651
Rover LR4 HSE LUX Landmark Edition,1395
TLX Type S w/Performance Tire,1646
Tacoma Base,1662
H3 Base,855
Model 3 Long Range,1084
850 Turbo,139
Wrangler Unlimited Sahara,1778
Camaro 2SS,402
S6 4.0T,1474
TT RS Base,1659
QX56 Base,1261
New Beetle GLS,1151
Q5 S line Premium Plus,1238
Aventador LP750-4 Superveloce,290
F-250 XL,679
Yukon XL Denali,1873
A4 2.0T Premium,170
Challenger SRT 392,445
Model S P100D,1097
CX-30 Premium Package,384
ES 350 Base,570
Wrangler Sahara,1770
Avalanche 1500 LTZ,281
Grand Cherokee L Laredo,842
MDX w/Advance Package,1005
Pathfinder SL,1202
Model X Long Range,1103
Impreza Premium,897
A8 4.0T,200
Ascent Limited 7-Passenger,273
Avalanche 1500 LT,280
Cayenne S,431
335 i,51
Sierra 1500 Limited Elevation,1541
Explorer Sport,648
Escalade ESV Sport,609
LX 570 Three-Row,934
M3 Base,971
Xterra Pro-4X,1863
Fusion Hybrid SE Hybrid,737
Golf GTI 2.0T SE 4-Door,828
CTS-V Base,380
Martin Vantage Base,1046
GX 460 Base,793
Acadia SLT-1,248
Bronco Sport Big Bend,328
Titan SV,1698
Jetta SportWagen SE,914
Rover Range Rover 5.0L V8 Supercharged,1403
2500 Laramie,27
Murano SL,1114
Escalade ESV Base,603
428 i xDrive SULEV,68
Focus RS Base,717
CT 200h Premium,365
Enclave Leather,591
M3 Base,971
Arteon 2.0T SEL R-Line,271
X6 xDrive35i,1811
G35 Base,744
H2 Base,853
C-Class C 300 4MATIC Luxury,337
ILX Premium Package,880
911 GT3,158
1500 Longhorn,13
M3 Base,971
Suburban LT,1628
Ram 2500 ST,1347
Camaro 2SS,402
Challenger SE,444
Grand Cherokee L Limited,843
Camaro 2SS,402
F-350 Lariat,687
F-250 King Ranch,674
Corvette Stingray w/3LT,512
Continental GT V8 First Edition,487
MKC Reserve,1008
Excursion Limited,628
